label,id,name,source_document,purpose,description,characteristics
BasePractice,VAL.1.BP5,null,ASPICE_PAM_4.1,null,Summarize and communicate the results. Summarize the validation results and communicate them to all affected parties.,null
BasePractice,MLE.1.BP1,null,ASPICE_PAM_4.1,null,"Specify the ML requirements. Use the software requirements and the software architecture to identify and specify the functional and non-functional ML requirements, as well as the ML data requirements specifying the data characteristics and their expected distributions.",null
BasePractice,MLE.1.BP2,null,ASPICE_PAM_4.1,null,Structure the ML requirements. Structure and prioritize the ML requirements.,null
BasePractice,MLE.1.BP3,null,ASPICE_PAM_4.1,null,"Analyze the ML requirements. Analyze the specified ML requirements including their interdependencies to ensure correctness, technical feasibility, and ability for machine learning model testing, and to support project management regarding project estimates.",null
BasePractice,MLE.1.BP4,null,ASPICE_PAM_4.1,null,Analyze the impact on the ML operating environment. Analyze the impact that the ML requirements will have on the interfaces of the software components and the ML operating environment.,null
BasePractice,MLE.1.BP5,null,ASPICE_PAM_4.1,null,Ensure consistency and establish bidirectional traceability. Ensure consistency and establish bidirectional traceability between the ML requirements and the software requirements and between the ML requirements and the software architecture.,null
BasePractice,MLE.1.BP6,null,ASPICE_PAM_4.1,null,"Communicate the agreed ML requirements and the impact on the operating environment. Communicate the agreed ML requirements, and the results of the impact analysis on the ML operating environment to all affected parties.",null
BasePractice,MLE.2.BP1,null,ASPICE_PAM_4.1,null,"Develop the ML architecture. Develop and document the ML architecture that specifies the ML architectural elements including the details of the ML model, pre- and postprocessing, and hyperparameters which are required to create, train, test, and deploy the ML model.",null
BasePractice,MLE.2.BP2,null,ASPICE_PAM_4.1,null,Determine the hyperparameter ranges and the initial values. Determine and document the hyperparameter ranges and the initial values as a basis for the training.,null
BasePractice,MLE.2.BP3,null,ASPICE_PAM_4.1,null,"Analyze the ML architectural elements. Analyze the ML architecture regarding relevant technical design aspects, and to support the project management regarding project estimates. Document the rationales for the ML architectural design decisions.",null
BasePractice,MLE.2.BP4,null,ASPICE_PAM_4.1,null,Define the interfaces of the ML architectural elements. Determine and document the internal and external interfaces of each ML architectural element including its interfaces to the related software components.,null
BasePractice,MLE.2.BP5,null,ASPICE_PAM_4.1,null,Ensure consistency and establish bidirectional traceability between the ML architectural elements and the ML requirements.,null
BasePractice,MLE.2.BP6,null,ASPICE_PAM_4.1,null,Communicate the agreed ML architecture. Inform all affected parties about the agreed ML architecture including the details of the ML model and the initial hyperparameter values.,null
BasePractice,MLE.3.BP1,null,ASPICE_PAM_4.1,null,"Specify the ML training and validation approach. Specify an approach which supports the training and validation of the ML model to meet the defined ML requirements, including entry and exit criteria, approaches for hyperparameter tuning/optimization, approach for data set creation and modification, and the training and validation environment.",null
BasePractice,MLE.3.BP2,null,ASPICE_PAM_4.1,null,Create the ML training and validation data set. Select data from the ML data collection provided by SUP.11 and assign them to the data set for training and validation of the ML model according to the specified ML training and validation approach.,null
BasePractice,MLE.3.BP3,null,ASPICE_PAM_4.1,null,"Create and optimize the ML model. Create the ML model according to the ML architecture and train it, using the identified ML training and validation data set according to the ML training and validation approach to meet the defined ML requirements, and training and validation exit criteria.",null
BasePractice,MLE.3.BP4,null,ASPICE_PAM_4.1,null,Ensure consistency and establish bidirectional traceability between the ML training and validation data set and the ML data requirements.,null
BasePractice,MLE.3.BP5,null,ASPICE_PAM_4.1,null,Summarize and communicate the agreed trained ML model. Summarize the results of the optimization and inform all affected parties about the agreed trained ML model.,null
BasePractice,MLE.4.BP1,null,ASPICE_PAM_4.1,null,"Specify an ML test approach suitable to provide evidence for compliance of the trained ML model and the deployed ML model with the ML requirements, including ML test scenarios, distribution and frequency of each ML test scenario, expected test result per test datum, pass/fail criteria, entry and exit criteria, approach for data set creation and modification, and required testing infrastructure and environment setup.",null
BasePractice,MLE.4.BP2,null,ASPICE_PAM_4.1,null,Create the ML test data set needed for testing of the trained ML model and testing of the deployed ML model from the ML data collection provided by SUP.11 considering the ML test approach. The ML test data set shall not be used for training.,null
BasePractice,MLE.4.BP3,null,ASPICE_PAM_4.1,null,Test the trained ML model according to the ML test approach using the created ML test data set. Record and evaluate the ML test results.,null
BasePractice,MLE.4.BP4,null,ASPICE_PAM_4.1,null,Derive the deployed ML model from the trained ML model according to the ML architecture. The deployed ML model shall be used for testing and delivery to software integration.,null
BasePractice,MLE.4.BP5,null,ASPICE_PAM_4.1,null,Test the deployed ML model according to the ML test approach using the created ML test data set. Record and evaluate the ML test results.,null
BasePractice,MLE.4.BP6,null,ASPICE_PAM_4.1,null,"Ensure consistency and establish bidirectional traceability between the ML test approach and the ML requirements, and the ML test data set and the ML data requirements; and bidirectional traceability is established between the ML test approach and the ML test results.",null
BasePractice,MLE.4.BP7,null,ASPICE_PAM_4.1,null,Summarize and communicate the results. Summarize the ML test results of the ML model. Inform all affected parties about the agreed results and the deployed ML model.,null
BasePractice,HWE.1.BP1,null,ASPICE_PAM_4.1,null,"Specify the hardware requirements. Use the system requirements, and the system architecture including the interface definitions, to identify and document the functional and non-functional requirements of the hardware according to the defined characteristics for the requirements.",null
BasePractice,HWE.1.BP2,null,ASPICE_PAM_4.1,null,Structure the hardware requirements. Structure and prioritize the hardware requirements.,null
BasePractice,HWE.1.BP3,null,ASPICE_PAM_4.1,null,"Analyze the hardware requirements. Analyze the specified hardware requirements including their interdependencies to ensure correctness, technical feasibility, and to support project management regarding project estimates.",null
BasePractice,HWE.1.BP4,null,ASPICE_PAM_4.1,null,Analyze the impact on the operating environment. Identify the interfaces between the specified hardware and other elements of the operating environment. Analyze the impact that the hardware requirements will have on these interfaces and the operating environment.,null
